Query Name,Hit Contig ID,Hit length,Nb. HSPs,Score ,E Value ,Align. length,Identity,Query Start Position,Query End Position,Query frame,Query Coverage,Hit Start Position,Hit End Position,Hit frame,Hit coverage,,,,,,,,,,,,,,,,,,,,,,,,,
Ars-DIR2_3_-2900_-2792,Utg198788_LN:i:813362_RC:i:37_XO:i:0_pilon,824860,1,81,2.00E-35,108,91.70%,1,108,1,99.10%,718746,718639,-1,0%,,,,,,,,,,,,,,,,,,,,,,,,,
Ars-DIR2_3_-2900_-2792,Utg198566_LN:i:281638_RC:i:14_XO:i:0_pilon,282242,1,81,2.00E-35,109,91.70%,1,109,1,100%,222049,221942,-1,0%,,,,,,,,,,,,,,,,,,,,,,,,,
Ars-DIR2_3_-2900_-2792,Utg198438_LN:i:136899_RC:i:25_XO:i:0_pilon,140278,1,81,2.00E-35,109,91.70%,1,109,1,100%,39081,38974,-1,0.10%,,,,,,,,,,,,,,,,,,,,,,,,,
Ars-DIR2_3_-2900_-2792,Utg198008_LN:i:377876_RC:i:25_XO:i:0_pilon,381733,1,81,2.00E-35,109,91.70%,1,109,1,100%,272644,272751,1,0%,,,,,,,,,,,,,,,,,,,,,,,,,
Ars-DIR2_3_-2900_-2792,Utg196768_LN:i:929221_RC:i:81_XO:i:0_pilon,932372,2,81,2.00E-35,109,91.70%,1,109,1,100%,619742,619635,-1,0%,,,,,,,,,,,,,,,,,,,,,,,,,
Ars-DIR2_3_-2900_-2792,Utg196768_LN:i:929221_RC:i:81_XO:i:0_pilon,932372,2,48,5.00E-17,74,89.20%,2,74,1,67%,619520,619449,-1,0%,,,,,,,,,,,,,,,,,,,,,,,,,
Ars-DIR2_3_-2900_-2792,Utg196642_LN:i:2718669_RC:i:231_XO:i:0_pilon,2726473,2,81,2.00E-35,109,91.70%,1,109,1,100%,2249443,2249549,1,0%,,,,,,,,,,,,,,,,,,,,,,,,,
Ars-DIR2_3_-2900_-2792,Utg196642_LN:i:2718669_RC:i:231_XO:i:0_pilon,2726473,2,49,1.00E-17,87,86.20%,2,86,1,78%,14847,14931,1,0%,,,,,,,,,,,,,,,,,,,,,,,,,
Ars-DIR2_3_-2900_-2792,Utg196602_LN:i:924655_RC:i:94_XO:i:0_pilon,939600,3,81,2.00E-35,109,91.70%,1,109,1,100%,911203,911310,1,0%,,,,,,,,,,,,,,,,,,,,,,,,,
Ars-DIR2_3_-2900_-2792,Utg196602_LN:i:924655_RC:i:94_XO:i:0_pilon,939600,3,62,8.00E-25,71,95.80%,39,109,1,65.10%,94598,94528,-1,0%,,,,,,,,,,,,,,,,,,,,,,,,,
Ars-DIR2_3_-2900_-2792,Utg196602_LN:i:924655_RC:i:94_XO:i:0_pilon,939600,3,44,8.00E-15,88,84.10%,2,86,1,78%,94427,94341,-1,0%,,,,,,,,,,,,,,,,,,,,,,,,,
Ars-DIR2_3_-2900_-2792,Utg196444_LN:i:457492_RC:i:31_XO:i:0_pilon,461079,1,81,2.00E-35,113,91.20%,1,109,1,100%,134009,133897,-1,0%,,,,,,,,,,,,,,,,,,,,,,,,,
Ars-DIR2_3_-2900_-2792,Utg200508_LN:i:304955_RC:i:34_XO:i:0_pilon,302195,2,80,8.00E-35,108,91.70%,2,109,1,99.10%,44641,44747,1,0%,,,,,,,,,,,,,,,,,,,,,,,,,
Ars-DIR2_3_-2900_-2792,Utg200508_LN:i:304955_RC:i:34_XO:i:0_pilon,302195,2,78,1.00E-33,96,93.80%,11,106,1,88.10%,45040,45135,1,0%,,,,,,,,,,,,,,,,,,,,,,,,,
Ars-DIR2_3_-2900_-2792,Utg197574_LN:i:779799_RC:i:56_XO:i:0_pilon,785235,3,80,8.00E-35,108,91.70%,3,109,1,98.20%,100820,100713,-1,0%,,,,,,,,,,,,,,,,,,,,,,,,,
Ars-DIR2_3_-2900_-2792,Utg197574_LN:i:779799_RC:i:56_XO:i:0_pilon,785235,3,45,2.00E-15,70,88.60%,1,69,1,63.30%,251562,251631,1,0%,,,,,,,,,,,,,,,,,,,,,,,,,
Ars-DIR2_3_-2900_-2792,Utg197574_LN:i:779799_RC:i:56_XO:i:0_pilon,785235,3,41,4.00E-13,63,88.90%,8,69,1,56.90%,252100,252162,1,0%,,,,,,,,,,,,,,,,,,,,,,,,,
Ars-DIR2_3_-2900_-2792,Utg196706_LN:i:560993_RC:i:52_XO:i:0_pilon,582467,2,80,8.00E-35,108,91.70%,2,109,1,99.10%,424386,424280,-1,0%,,,,,,,,,,,,,,,,,,,,,,,,,
Ars-DIR2_3_-2900_-2792,Utg196706_LN:i:560993_RC:i:52_XO:i:0_pilon,582467,2,38,2.00E-11,74,85.10%,2,74,1,67%,424106,424038,-1,0%,,,,,,,,,,,,,,,,,,,,,,,,,
Ars-DIR2_3_-2900_-2792,Utg196674_LN:i:1252510_RC:i:77_XO:i:0_pilon,1271308,2,80,8.00E-35,111,91%,1,109,1,100%,1077905,1077795,-1,0%,,,,,,,,,,,,,,,,,,,,,,,,,
Ars-DIR2_3_-2900_-2792,Utg196674_LN:i:1252510_RC:i:77_XO:i:0_pilon,1271308,2,40,1.00E-12,62,88.70%,9,69,1,56%,554240,554179,-1,0%,,,,,,,,,,,,,,,,,,,,,,,,,
Ars-DIR2_3_-2900_-2792,Utg196270_LN:i:1968323_RC:i:190_XO:i:0_pilon,1987013,1,80,8.00E-35,107,91.60%,3,109,1,98.20%,384296,384402,1,0%,,,,,,,,,,,,,,,,,,,,,,,,,
Ars-DIR2_3_-2900_-2792,Utg199516_LN:i:462262_RC:i:39_XO:i:0_pilon,460445,1,79,3.00E-34,109,90.80%,1,109,1,100%,17284,17392,1,0%,,,,,,,,,,,,,,,,,,,,,,,,,
Ars-DIR2_3_-2900_-2792,Utg199066_LN:i:220380_RC:i:14_XO:i:0_pilon,233376,3,79,3.00E-34,110,90.90%,1,109,1,100%,80840,80949,1,0%,,,,,,,,,,,,,,,,,,,,,,,,,
Ars-DIR2_3_-2900_-2792,Utg199066_LN:i:220380_RC:i:14_XO:i:0_pilon,233376,3,78,1.00E-33,105,91.40%,5,109,1,96.30%,110597,110701,1,0%,,,,,,,,,,,,,,,,,,,,,,,,,
Ars-DIR2_3_-2900_-2792,Utg199066_LN:i:220380_RC:i:14_XO:i:0_pilon,233376,3,76,1.00E-32,95,93.70%,16,109,1,86.20%,130364,130271,-1,0%,,,,,,,,,,,,,,,,,,,,,,,,,
Ars-DIR2_3_-2900_-2792,Utg198906_LN:i:231858_RC:i:30_XO:i:0_pilon,234019,1,79,3.00E-34,110,90.90%,1,109,1,100%,34765,34873,1,0%,,,,,,,,,,,,,,,,,,,,,,,,,
Ars-DIR2_3_-2900_-2792,Utg198704_LN:i:667439_RC:i:41_XO:i:0_pilon,673059,1,79,3.00E-34,109,90.80%,1,109,1,100%,423132,423024,-1,0%,,,,,,,,,,,,,,,,,,,,,,,,,
Ars-DIR2_3_-2900_-2792,Utg199894_LN:i:63924_RC:i:9_XO:i:0_pilon,62941,1,78,1.00E-33,87,96.60%,23,109,1,79.80%,6492,6578,1,0.10%,,,,,,,,,,,,,,,,,,,,,,,,,
Ars-DIR2_3_-2900_-2792,Utg198778_LN:i:51157_RC:i:8_XO:i:0_pilon,49064,1,78,1.00E-33,109,90.80%,1,109,1,100%,8056,8163,1,0.20%,,,,,,,,,,,,,,,,,,,,,,,,,
Ars-DIR2_3_-2900_-2792,Utg198314_LN:i:225047_RC:i:25_XO:i:0_pilon,232936,1,78,1.00E-33,103,92.20%,8,109,1,93.60%,43334,43232,-1,0%,,,,,,,,,,,,,,,,,,,,,,,,,
Ars-DIR2_3_-2900_-2792,Utg197688_LN:i:259709_RC:i:35_XO:i:0_pilon,267443,1,78,1.00E-33,93,94.60%,3,95,1,85.30%,79281,79373,1,0%,,,,,,,,,,,,,,,,,,,,,,,,,
Ars-DIR2_3_-2900_-2792,Utg197342_LN:i:44341_RC:i:16_XO:i:0_pilon,44940,1,78,1.00E-33,109,90.80%,1,109,1,100%,20905,21011,1,0.20%,,,,,,,,,,,,,,,,,,,,,,,,,
Ars-DIR2_3_-2900_-2792,Utg197124_LN:i:2006073_RC:i:193_XO:i:0_pilon,2025491,3,78,1.00E-33,106,91.50%,1,106,1,97.20%,200163,200267,1,0%,,,,,,,,,,,,,,,,,,,,,,,,,
Ars-DIR2_3_-2900_-2792,Utg197124_LN:i:2006073_RC:i:193_XO:i:0_pilon,2025491,3,51,1.00E-18,79,88.60%,8,85,1,71.60%,1939489,1939411,-1,0%,,,,,,,,,,,,,,,,,,,,,,,,,
Ars-DIR2_3_-2900_-2792,Utg197124_LN:i:2006073_RC:i:193_XO:i:0_pilon,2025491,3,40,1.00E-12,50,94%,1,49,1,45%,893020,893069,1,0%,,,,,,,,,,,,,,,,,,,,,,,,,
Ars-DIR2_3_-2900_-2792,Utg198162_LN:i:120083_RC:i:20_XO:i:0_pilon,119723,2,77,4.00E-33,111,90.10%,1,109,1,100%,86181,86291,1,0.10%,,,,,,,,,,,,,,,,,,,,,,,,,
Ars-DIR2_3_-2900_-2792,Utg198162_LN:i:120083_RC:i:20_XO:i:0_pilon,119723,2,44,8.00E-15,79,86.10%,13,88,1,69.70%,86403,86480,1,0.10%,,,,,,,,,,,,,,,,,,,,,,,,,
Ars-DIR2_3_-2900_-2792,Utg196542_LN:i:441345_RC:i:41_XO:i:0_pilon,457059,1,77,4.00E-33,117,89.70%,1,109,1,100%,422070,421954,-1,0%,,,,,,,,,,,,,,,,,,,,,,,,,
Ars-DIR2_3_-2900_-2792,Utg196248_LN:i:767320_RC:i:63_XO:i:0_pilon,785556,1,77,4.00E-33,117,89.70%,1,109,1,100%,778567,778683,1,0%,,,,,,,,,,,,,,,,,,,,,,,,,
Ars-DIR2_3_-2900_-2792,Utg200160_LN:i:85990_RC:i:10_XO:i:0_pilon,89511,1,76,1.00E-32,109,89.90%,1,109,1,100%,14011,14119,1,0.10%,,,,,,,,,,,,,,,,,,,,,,,,,
Ars-DIR2_3_-2900_-2792,Utg199814_LN:i:212063_RC:i:13_XO:i:0_pilon,211813,1,76,1.00E-32,109,89.90%,1,109,1,100%,1884,1776,-1,0.10%,,,,,,,,,,,,,,,,,,,,,,,,,
Ars-DIR2_3_-2900_-2792,Utg199572_LN:i:179236_RC:i:20_XO:i:0_pilon,185034,1,76,1.00E-32,102,92.20%,8,109,1,93.60%,180371,180468,1,0.10%,,,,,,,,,,,,,,,,,,,,,,,,,
Ars-DIR2_3_-2900_-2792,Utg196360_LN:i:156835_RC:i:16_XO:i:0_pilon,152884,1,76,1.00E-32,110,90%,1,109,1,100%,58294,58185,-1,0.10%,,,,,,,,,,,,,,,,,,,,,,,,,
Ars-DIR2_3_-2900_-2792,Utg199340_LN:i:215138_RC:i:20_XO:i:0_pilon,220055,3,75,5.00E-32,109,89.90%,1,107,1,98.20%,153973,153865,-1,0%,,,,,,,,,,,,,,,,,,,,,,,,,
Ars-DIR2_3_-2900_-2792,Utg199340_LN:i:215138_RC:i:20_XO:i:0_pilon,220055,3,46,6.00E-16,84,85.70%,7,88,1,75.20%,153754,153672,-1,0%,,,,,,,,,,,,,,,,,,,,,,,,,
Ars-DIR2_3_-2900_-2792,Utg199340_LN:i:215138_RC:i:20_XO:i:0_pilon,220055,3,45,2.00E-15,74,87.80%,2,74,1,67%,169852,169923,1,0%,,,,,,,,,,,,,,,,,,,,,,,,,
Ars-DIR2_3_-2900_-2792,Utg197750_LN:i:51620_RC:i:7_XO:i:0_pilon,50049,1,75,5.00E-32,90,94.40%,20,109,1,82.60%,15990,16079,1,0.20%,,,,,,,,,,,,,,,,,,,,,,,,,
Ars-DIR2_3_-2900_-2792,Utg196870_LN:i:1516875_RC:i:110_XO:i:0_pilon,1544029,2,75,5.00E-32,109,90.80%,1,109,1,100%,133289,133188,-1,0%,,,,,,,,,,,,,,,,,,,,,,,,,
Ars-DIR2_3_-2900_-2792,Utg196870_LN:i:1516875_RC:i:110_XO:i:0_pilon,1544029,2,46,6.00E-16,87,85.10%,2,86,1,78%,1409433,1409349,-1,0%,,,,,,,,,,,,,,,,,,,,,,,,,
Ars-DIR2_3_-2900_-2792,Utg198394_LN:i:119942_RC:i:8_XO:i:0_pilon,124389,1,74,2.00E-31,109,89.90%,1,109,1,100%,65487,65383,-1,0.10%,,,,,,,,,,,,,,,,,,,,,,,,,
Ars-DIR2_3_-2900_-2792,Utg196222_LN:i:88827_RC:i:11_XO:i:0_pilon,90982,1,74,2.00E-31,95,92.60%,1,95,1,87.20%,12183,12277,1,0.10%,,,,,,,,,,,,,,,,,,,,,,,,,
Ars-DIR2_3_-2900_-2792,Utg197018_LN:i:442004_RC:i:33_XO:i:0_pilon,445928,2,73,6.00E-31,88,94.30%,1,88,1,80.70%,295597,295684,1,0%,,,,,,,,,,,,,,,,,,,,,,,,,
Ars-DIR2_3_-2900_-2792,Utg197018_LN:i:442004_RC:i:33_XO:i:0_pilon,445928,2,47,2.00E-16,66,90.90%,10,74,1,59.60%,295820,295884,1,0%,,,,,,,,,,,,,,,,,,,,,,,,,
Ars-DIR2_3_-2900_-2792,Utg199114_LN:i:315380_RC:i:20_XO:i:0_pilon,335480,2,72,2.00E-30,103,90.30%,8,109,1,93.60%,194455,194353,-1,0%,,,,,,,,,,,,,,,,,,,,,,,,,
Ars-DIR2_3_-2900_-2792,Utg199114_LN:i:315380_RC:i:20_XO:i:0_pilon,335480,2,46,6.00E-16,97,83.50%,8,99,1,84.40%,194247,194151,-1,0%,,,,,,,,,,,,,,,,,,,,,,,,,
Ars-DIR2_3_-2900_-2792,Utg196844_LN:i:586790_RC:i:58_XO:i:0_pilon,594244,3,72,2.00E-30,113,88.50%,1,109,1,100%,498313,498425,1,0%,,,,,,,,,,,,,,,,,,,,,,,,,
Ars-DIR2_3_-2900_-2792,Utg196844_LN:i:586790_RC:i:58_XO:i:0_pilon,594244,3,42,1.00E-13,74,86.50%,2,74,1,67%,111694,111623,-1,0%,,,,,,,,,,,,,,,,,,,,,,,,,
Ars-DIR2_3_-2900_-2792,Utg196844_LN:i:586790_RC:i:58_XO:i:0_pilon,594244,3,40,1.00E-12,75,85.30%,2,74,1,67%,58625,58552,-1,0%,,,,,,,,,,,,,,,,,,,,,,,,,
Ars-DIR2_3_-2900_-2792,Utg196660_LN:i:635388_RC:i:57_XO:i:0_pilon,659841,1,72,2.00E-30,96,91.70%,11,106,1,88.10%,192948,193043,1,0%,,,,,,,,,,,,,,,,,,,,,,,,,
Ars-DIR2_3_-2900_-2792,Utg198796_LN:i:103917_RC:i:22_XO:i:0_pilon,101089,1,71,8.00E-30,111,88.30%,1,109,1,100%,14124,14234,1,0.10%,,,,,,,,,,,,,,,,,,,,,,,,,
Ars-DIR2_3_-2900_-2792,Utg198694_LN:i:268033_RC:i:34_XO:i:0_pilon,268342,1,71,8.00E-30,80,96.20%,30,109,1,73.40%,66328,66407,1,0%,,,,,,,,,,,,,,,,,,,,,,,,,
Ars-DIR2_3_-2900_-2792,Utg200586_LN:i:80727_RC:i:14_XO:i:0_pilon,80403,1,70,3.00E-29,82,95.10%,28,109,1,75.20%,71303,71384,1,0.10%,,,,,,,,,,,,,,,,,,,,,,,,,
Ars-DIR2_3_-2900_-2792,Utg197490_LN:i:773552_RC:i:79_XO:i:0_pilon,762612,2,70,3.00E-29,109,88.10%,1,109,1,100%,99255,99147,-1,0%,,,,,,,,,,,,,,,,,,,,,,,,,
Ars-DIR2_3_-2900_-2792,Utg197490_LN:i:773552_RC:i:79_XO:i:0_pilon,762612,2,47,2.00E-16,85,85.90%,4,86,1,76.10%,99033,98950,-1,0%,,,,,,,,,,,,,,,,,,,,,,,,,
Ars-DIR2_3_-2900_-2792,Utg201188_LN:i:78619_RC:i:9_XO:i:0_pilon,94570,1,67,1.00E-27,73,97.30%,37,109,1,67%,47427,47499,1,0.10%,,,,,,,,,,,,,,,,,,,,,,,,,
Ars-DIR2_3_-2900_-2792,Utg200020_LN:i:363093_RC:i:41_XO:i:0_pilon,366523,2,67,1.00E-27,76,96.10%,34,109,1,69.70%,13616,13691,1,0%,,,,,,,,,,,,,,,,,,,,,,,,,
Ars-DIR2_3_-2900_-2792,Utg200020_LN:i:363093_RC:i:41_XO:i:0_pilon,366523,2,45,2.00E-15,74,87.80%,2,74,1,67%,13792,13863,1,0%,,,,,,,,,,,,,,,,,,,,,,,,,
Ars-DIR2_3_-2900_-2792,Utg199040_LN:i:554531_RC:i:37_XO:i:0_pilon,554830,2,67,1.00E-27,109,88.10%,1,109,1,100%,345555,345658,1,0%,,,,,,,,,,,,,,,,,,,,,,,,,
Ars-DIR2_3_-2900_-2792,Utg199040_LN:i:554531_RC:i:37_XO:i:0_pilon,554830,2,44,8.00E-15,88,84.10%,1,86,1,78.90%,75662,75748,1,0%,,,,,,,,,,,,,,,,,,,,,,,,,
Ars-DIR2_3_-2900_-2792,Utg196866_LN:i:432074_RC:i:63_XO:i:0_pilon,449546,1,66,5.00E-27,104,88.50%,4,104,1,92.70%,138846,138744,-1,0%,,,,,,,,,,,,,,,,,,,,,,,,,
Ars-DIR2_3_-2900_-2792,Utg199166_LN:i:1262298_RC:i:74_XO:i:0_pilon,1265574,2,65,2.00E-26,80,93.80%,2,81,1,73.40%,1104819,1104740,-1,0%,,,,,,,,,,,,,,,,,,,,,,,,,
Ars-DIR2_3_-2900_-2792,Utg199166_LN:i:1262298_RC:i:74_XO:i:0_pilon,1265574,2,46,6.00E-16,78,87.20%,11,86,1,69.70%,1104642,1104566,-1,0%,,,,,,,,,,,,,,,,,,,,,,,,,
Ars-DIR2_3_-2900_-2792,Utg198086_LN:i:511611_RC:i:31_XO:i:0_pilon,529571,1,65,2.00E-26,82,93.90%,28,109,1,75.20%,72703,72625,-1,0%,,,,,,,,,,,,,,,,,,,,,,,,,
Ars-DIR2_3_-2900_-2792,Utg197728_LN:i:665407_RC:i:60_XO:i:0_pilon,675355,1,65,2.00E-26,113,86.70%,1,109,1,100%,583723,583833,1,0%,,,,,,,,,,,,,,,,,,,,,,,,,
Ars-DIR2_3_-2900_-2792,Utg196708_LN:i:352067_RC:i:40_XO:i:0_pilon,374650,1,65,2.00E-26,113,86.70%,1,109,1,100%,231171,231281,1,0%,,,,,,,,,,,,,,,,,,,,,,,,,
Ars-DIR2_3_-2900_-2792,Utg196482_LN:i:2010676_RC:i:168_XO:i:0_pilon,2019337,2,65,2.00E-26,71,97.20%,39,109,1,65.10%,963055,962985,-1,0%,,,,,,,,,,,,,,,,,,,,,,,,,
Ars-DIR2_3_-2900_-2792,Utg196482_LN:i:2010676_RC:i:168_XO:i:0_pilon,2019337,2,63,2.00E-25,109,87.20%,1,109,1,100%,963206,963105,-1,0%,,,,,,,,,,,,,,,,,,,,,,,,,
Ars-DIR2_3_-2900_-2792,Utg202056_LN:i:151836_RC:i:20_XO:i:0_pilon,154820,1,64,6.00E-26,70,97.10%,40,109,1,64.20%,139155,139086,-1,0%,,,,,,,,,,,,,,,,,,,,,,,,,
Ars-DIR2_3_-2900_-2792,Utg201598_LN:i:73402_RC:i:6_XO:i:0_pilon,77786,1,63,2.00E-25,103,87.40%,8,109,1,93.60%,23230,23128,-1,0.10%,,,,,,,,,,,,,,,,,,,,,,,,,
Ars-DIR2_3_-2900_-2792,Utg198436_LN:i:1178699_RC:i:99_XO:i:0_pilon,1185766,1,63,2.00E-25,103,87.40%,8,109,1,93.60%,66073,65971,-1,0%,,,,,,,,,,,,,,,,,,,,,,,,,
Ars-DIR2_3_-2900_-2792,Utg197902_LN:i:377127_RC:i:38_XO:i:0_pilon,387072,4,63,2.00E-25,107,86.90%,1,103,1,94.50%,329095,329201,1,0%,,,,,,,,,,,,,,,,,,,,,,,,,
Ars-DIR2_3_-2900_-2792,Utg197902_LN:i:377127_RC:i:38_XO:i:0_pilon,387072,4,62,8.00E-25,104,87.50%,5,103,1,90.80%,329259,329362,1,0%,,,,,,,,,,,,,,,,,,,,,,,,,
Ars-DIR2_3_-2900_-2792,Utg197902_LN:i:377127_RC:i:38_XO:i:0_pilon,387072,4,57,5.00E-22,95,87.40%,12,103,1,84.40%,328898,328991,1,0%,,,,,,,,,,,,,,,,,,,,,,,,,
Ars-DIR2_3_-2900_-2792,Utg197902_LN:i:377127_RC:i:38_XO:i:0_pilon,387072,4,48,5.00E-17,105,82.90%,1,99,1,90.80%,329466,329570,1,0%,,,,,,,,,,,,,,,,,,,,,,,,,
Ars-DIR2_3_-2900_-2792,Utg196766_LN:i:478752_RC:i:44_XO:i:0_pilon,489453,1,63,2.00E-25,108,87%,1,103,1,94.50%,4491,4598,1,0%,,,,,,,,,,,,,,,,,,,,,,,,,
Ars-DIR2_3_-2900_-2792,Utg200302_LN:i:349960_RC:i:31_XO:i:0_pilon,353877,2,61,3.00E-24,104,86.50%,1,103,1,94.50%,330040,330143,1,0%,,,,,,,,,,,,,,,,,,,,,,,,,
Ars-DIR2_3_-2900_-2792,Utg200302_LN:i:349960_RC:i:31_XO:i:0_pilon,353877,2,53,8.00E-20,104,84.60%,1,100,1,91.70%,20841,20740,-1,0%,,,,,,,,,,,,,,,,,,,,,,,,,
Ars-DIR2_3_-2900_-2792,Utg196296_LN:i:673905_RC:i:63_XO:i:0_pilon,680479,1,61,3.00E-24,104,86.50%,2,104,1,94.50%,566844,566742,-1,0%,,,,,,,,,,,,,,,,,,,,,,,,,
Ars-DIR2_3_-2900_-2792,Utg196160_LN:i:234185_RC:i:16_XO:i:0_pilon,232563,1,61,3.00E-24,74,94.60%,1,73,1,67%,8465,8537,1,0%,,,,,,,,,,,,,,,,,,,,,,,,,
Ars-DIR2_3_-2900_-2792,Utg199720_LN:i:81476_RC:i:6_XO:i:0_pilon,80977,1,59,4.00E-23,107,86%,2,103,1,93.60%,59977,60083,1,0.10%,,,,,,,,,,,,,,,,,,,,,,,,,
Ars-DIR2_3_-2900_-2792,Utg198726_LN:i:228292_RC:i:20_XO:i:0_pilon,231581,1,59,4.00E-23,72,94.40%,1,72,1,66.10%,143097,143167,1,0%,,,,,,,,,,,,,,,,,,,,,,,,,
Ars-DIR2_3_-2900_-2792,Utg197186_LN:i:640799_RC:i:56_XO:i:0_pilon,646048,3,59,4.00E-23,66,97%,21,85,1,59.60%,25398,25333,-1,0%,,,,,,,,,,,,,,,,,,,,,,,,,
Ars-DIR2_3_-2900_-2792,Utg197186_LN:i:640799_RC:i:56_XO:i:0_pilon,646048,3,39,5.00E-12,65,87.70%,47,109,1,57.80%,25339,25277,-1,0%,,,,,,,,,,,,,,,,,,,,,,,,,
Ars-DIR2_3_-2900_-2792,Utg197186_LN:i:640799_RC:i:56_XO:i:0_pilon,646048,3,37,6.00E-11,59,88.10%,12,69,1,53.20%,626348,626406,1,0%,,,,,,,,,,,,,,,,,,,,,,,,,
Ars-DIR2_3_-2900_-2792,Utg201202_LN:i:297104_RC:i:14_XO:i:0_pilon,291320,2,58,1.00E-22,101,86.10%,5,104,1,91.70%,206553,206653,1,0%,,,,,,,,,,,,,,,,,,,,,,,,,
Ars-DIR2_3_-2900_-2792,Utg201202_LN:i:297104_RC:i:14_XO:i:0_pilon,291320,2,43,3.00E-14,77,85.70%,1,77,1,70.60%,238979,238904,-1,0%,,,,,,,,,,,,,,,,,,,,,,,,,
Ars-DIR2_3_-2900_-2792,Utg197562_LN:i:319370_RC:i:42_XO:i:0_pilon,328614,1,58,1.00E-22,101,86.10%,5,104,1,91.70%,278501,278601,1,0%,,,,,,,,,,,,,,,,,,,,,,,,,
Ars-DIR2_3_-2900_-2792,Utg199282_LN:i:408584_RC:i:38_XO:i:0_pilon,419509,1,57,5.00E-22,105,85.70%,4,104,1,92.70%,67074,66971,-1,0%,,,,,,,,,,,,,,,,,,,,,,,,,
Ars-DIR2_3_-2900_-2792,Utg198532_LN:i:783253_RC:i:57_XO:i:0_pilon,789405,2,57,5.00E-22,108,85.20%,1,103,1,94.50%,540497,540604,1,0%,,,,,,,,,,,,,,,,,,,,,,,,,
Ars-DIR2_3_-2900_-2792,Utg198532_LN:i:783253_RC:i:57_XO:i:0_pilon,789405,2,43,3.00E-14,65,89.20%,2,65,1,58.70%,455065,455002,-1,0%,,,,,,,,,,,,,,,,,,,,,,,,,
Ars-DIR2_3_-2900_-2792,Utg197316_LN:i:380768_RC:i:38_XO:i:0_pilon,391229,1,57,5.00E-22,97,86.60%,11,105,1,87.20%,75842,75746,-1,0%,,,,,,,,,,,,,,,,,,,,,,,,,
Ars-DIR2_3_-2900_-2792,Utg201988_LN:i:304320_RC:i:8_XO:i:0_pilon,295069,1,56,2.00E-21,97,86.60%,2,96,1,87.20%,76031,76125,1,0%,,,,,,,,,,,,,,,,,,,,,,,,,
Ars-DIR2_3_-2900_-2792,Utg200172_LN:i:227747_RC:i:18_XO:i:0_pilon,236891,1,56,2.00E-21,87,88.50%,1,86,1,78.90%,210214,210129,-1,0%,,,,,,,,,,,,,,,,,,,,,,,,,
Ars-DIR2_3_-2900_-2792,Utg197402_LN:i:875591_RC:i:74_XO:i:0_pilon,890313,1,56,2.00E-21,106,84.90%,8,109,1,93.60%,560537,560432,-1,0%,,,,,,,,,,,,,,,,,,,,,,,,,
Ars-DIR2_3_-2900_-2792,Utg197142_LN:i:563337_RC:i:45_XO:i:0_pilon,586060,2,56,2.00E-21,87,88.50%,1,86,1,78.90%,36084,35999,-1,0%,,,,,,,,,,,,,,,,,,,,,,,,,
Ars-DIR2_3_-2900_-2792,Utg197142_LN:i:563337_RC:i:45_XO:i:0_pilon,586060,2,54,2.00E-20,70,92.90%,1,69,1,63.30%,557713,557782,1,0%,,,,,,,,,,,,,,,,,,,,,,,,,
Ars-DIR2_3_-2900_-2792,Utg198422_LN:i:319691_RC:i:35_XO:i:0_pilon,328219,1,55,6.00E-21,78,91%,36,109,1,67.90%,84840,84917,1,0%,,,,,,,,,,,,,,,,,,,,,,,,,
Ars-DIR2_3_-2900_-2792,Utg197692_LN:i:434359_RC:i:55_XO:i:0_pilon,437688,1,55,6.00E-21,96,86.50%,12,103,1,84.40%,415641,415546,-1,0%,,,,,,,,,,,,,,,,,,,,,,,,,
Ars-DIR2_3_-2900_-2792,Utg196460_LN:i:318633_RC:i:29_XO:i:0_pilon,340264,2,55,6.00E-21,92,87%,8,98,1,83.50%,138218,138309,1,0%,,,,,,,,,,,,,,,,,,,,,,,,,
Ars-DIR2_3_-2900_-2792,Utg196460_LN:i:318633_RC:i:29_XO:i:0_pilon,340264,2,43,3.00E-14,78,85.90%,11,86,1,69.70%,170307,170231,-1,0%,,,,,,,,,,,,,,,,,,,,,,,,,
Ars-DIR2_3_-2900_-2792,Utg196236_LN:i:3075676_RC:i:297_XO:i:0_pilon,3160191,2,55,6.00E-21,111,83.80%,1,109,1,100%,17107,16999,-1,0%,,,,,,,,,,,,,,,,,,,,,,,,,
Ars-DIR2_3_-2900_-2792,Utg196236_LN:i:3075676_RC:i:297_XO:i:0_pilon,3160191,2,48,5.00E-17,69,89.90%,1,69,1,63.30%,2429467,2429535,1,0%,,,,,,,,,,,,,,,,,,,,,,,,,
Ars-DIR2_3_-2900_-2792,Utg197822_LN:i:480741_RC:i:48_XO:i:0_pilon,501408,1,54,2.00E-20,105,85.70%,8,109,1,93.60%,182656,182560,-1,0%,,,,,,,,,,,,,,,,,,,,,,,,,
Ars-DIR2_3_-2900_-2792,Utg198186_LN:i:175942_RC:i:17_XO:i:0_pilon,178507,2,53,8.00E-20,102,84.30%,9,109,1,92.70%,26502,26401,-1,0.10%,,,,,,,,,,,,,,,,,,,,,,,,,
Ars-DIR2_3_-2900_-2792,Utg198186_LN:i:175942_RC:i:17_XO:i:0_pilon,178507,2,39,5.00E-12,67,86.60%,4,69,1,60.60%,26602,26536,-1,0%,,,,,,,,,,,,,,,,,,,,,,,,,
